tconst	titleType	originalTitle	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	country
tt0329620	movie	Soch	0	2002	145	Action,Crime,Drama	4.5	Sushen Bhatnagar	Sushen Bhatnagar,Atul Tiwari	IN
tt0330082	movie	Boom	0	2003	100	Crime,Thriller	2.3	Kaizad Gustad	Kaizad Gustad	IN
tt0330217	movie	Dil Ka Rishta	0	2003	150	Drama,Musical,Romance	4.9	Naresh Malhotra	Shabbir Boxwala,Vrinda Rai,Naeem Sha	IN
tt0330783	movie	Pran Jaaye Par Shaan Na Jaaye	0	2003	137	Comedy,Drama	6.3	Sanjay Jha	Mahesh Manjrekar,Sanjay Pawar	IN
tt0330843	movie	Saathiya	0	2002	138	Drama,Family,Romance	6.8	Shaad Ali	Mani Ratnam,Gulzar	IN
tt0331216	movie	Chor Machaaye Shor	0	2002	145	Action,Comedy	4.4	David Dhawan	Shahnawaz Ahmed Kenny,Anwar Khan,Yunus Sajawal	IN
tt0331256	movie	Gunaah	0	2002	135	Action,Crime,Drama	3.5	Amol Shetge	Mahesh Bhatt,Pranay Narayan	IN
tt0331421	movie	Akhiyon Se Goli Maare	0	2002	146	Comedy,Romance	5.2	Harmesh Malhotra	Rajeev Kaul,Anwar Khan,Praful Parekh	IN
tt0331479	movie	Ek Chhotisi Love Story	0	2002	122	Drama	3.1	Shashilal K. Nair	Pankaj Kapoor	IN
tt0331851	movie	Armaan	0	2003	158	Drama,Family,Romance	5.3	Honey Irani	Javed Akhtar,Honey Irani	IN
tt0332766	movie	Sur: The Melody of Life	0	2002	136	Drama,Musical,Romance	6.6	Tanuja Chandra	Tanuja Chandra,Vibha Singh	IN
tt0335044	movie	Dil Vil Pyar Vyar	0	2002	150	Drama,Musical,Romance	5.4	Ananth Mahadevan	Sanjeev Puri,Sujit Sen,Vivek Vaswani	IN
tt0335592	movie	Pyaasa	0	2002	137	Drama,Romance	3.1	Anil Mattoo,A. Muthu	Ikram Akhtar	IN
tt0337578	movie	Baghban	0	2003	181	Drama,Romance	7.4	Ravi Chopra	Shafiq Ansari,Satish Bhatnagar,B.R. Chopra,Ram Govind,Josephine Lawrence,Helen Leary,Nolan Leary,Achala Nagar	IN
tt0337585	movie	Bomb the System	0	2002	91	Action,Drama	6.3	Adam Bhala Lough	Adam Bhala Lough	IN
tt0337652	movie	Jeena Sirf Merre Liye	0	2002	137	Comedy,Romance	3.9	Talat Jani	Bolu Khan,Aman Jaffery,Rumi Jaffery	IN
tt0337971	movie	Deewangee	0	2002	169	Crime,Drama,Mystery	6.5	Anees Bazmee	Anees Bazmee,Neeraj Pathak	IN
tt0338477	movie	Talaash: The Hunt Begins...	0	2003	153	Action,Crime,Drama	4.3	Suneel Darshan	Suneel Darshan,Robin Bhatt,K.K. Singh,AbhishekSinha78,Abhishek Sinha,Ravi Shankar Jaiswal	IN
tt0338490	movie	3 Deewarein	0	2003	115	Crime,Drama	7.8	Nagesh Kukunoor	Nagesh Kukunoor	IN
tt0338566	movie	Yeh Kya Ho Raha Hai?	0	2002	\N	Comedy,Romance	4.7	Hansal Mehta	Suparn Varma	IN
tt0338721	movie	Annarth	0	2002	\N	Action,Crime,Drama	3.1	Ravi Dewan	Ravi Dewan,Imtiaz Hussain	IN
tt0338959	movie	Ek Se Badhkar Ek	0	2004	146	Comedy,Thriller	4.6	Kundan Shah	Dilip Shukla	IN
tt0339825	movie	Tune Mera Dil Le Liyaa	0	2000	\N	Drama,Family,Romance	3.8	B.B. Bhalla	\N	IN
tt0339878	movie	Waah! Tera Kya Kehna	0	2002	100	Action,Comedy,Crime	3.8	Manoj Agrawal	Rajeev Kaul	IN
tt0340178	movie	Jaal: The Trap	0	2003	142	Action,Crime,Drama	4.4	Guddu Dhanoa	Rajeev Kaul,Praful Parekh	IN
tt0340464	movie	Zindagi Khoobsoorat Hai	0	2002	126	Drama,Family	5.7	Manoj Punj	\N	IN
tt0341266	movie	Bhoot	0	2003	113	Horror,Mystery,Thriller	6.4	Ram Gopal Varma	Lalit Marathe,Sameer Sharma	IN
tt0341455	movie	Makdee	0	2002	90	Comedy,Fantasy,Horror	7.5	Vishal Bhardwaj	Abbas Tyrewala,Vishal Bhardwaj	IN
tt0341549	movie	Rishtey	0	2002	164	Action,Drama,Romance	4.9	Indra Kumar	Rajeev Kaul,Tanveer Khan,Praful Parekh	IN
tt0341562	movie	Satta	0	2003	153	Crime,Drama	6.8	Madhur Bhandarkar	Madhur Bhandarkar,Manoj Tyagi	IN
tt0342624	movie	Karz: The Burden of Truth	0	2002	173	Action,Crime,Drama	3.9	Harry Baweja	Anees Bazmee,Amit Khan,Atul Sharma	IN
tt0343064	movie	Tapish	0	2000	144	Drama	6.5	Jayprakkash Shaw	Naeem-Ejaz,Jayprakkash Shaw	IN
tt0345043	movie	Chura Liyaa Hai Tumne	0	2003	143	Action,Drama,Music	3.8	Sangeeth Sivan	Venita Coelho,Sanjay Masoomm,Vibha Singh	IN
tt0345594	movie	Love at Times Square	0	2003	120	Drama,Romance	2.4	Dev Anand	Dev Anand	IN
tt0346457	movie	Mangal Pandey: The Rising	0	2005	150	Biography,Drama,History	6.5	Ketan Mehta	H. Banerjee,Farrukh Dhondy,Ranjit Kapoor	IN
tt0346507	movie	Andaaz	0	2003	145	Drama,Musical,Romance	5.2	Raj Kanwar	Robin Bhatt,Shyam Goel,Jainendra Jain,Raj Kanwar	IN
tt0346723	movie	Chalte Chalte	0	2003	167	Drama,Romance	6.5	Aziz Mirza	Aziz Mirza,Robin Bhatt,Pramod Sharma,Ashish Kariya,Rumi Jaffery	IN
tt0347167	movie	The Hero: Love Story of a Spy	0	2003	160	Action,Adventure,Drama	5.5	Anil Sharma	Shaktimaan Talwar	IN
tt0347278	movie	Jhankaar Beats	0	2003	143	Comedy,Music,Romance	7.1	Sujoy Ghosh	Sujoy Ghosh,Milap Zaveri,Suresh Nair	IN
tt0347304	movie	Kal Ho Naa Ho	0	2003	186	Comedy,Drama,Musical	7.9	Nikkhil Advani	Niranjan Iyengar,Karan Johar	IN
tt0347332	movie	Khakee	0	2004	174	Action,Crime,Drama	7.4	Rajkumar Santoshi	Ranjit Kapoor,Amit Pachori,Shridhar Raghavan,Rajkumar Santoshi	IN
tt0347416	movie	LOC: Kargil	0	2003	255	Action,Drama,History	5.4	J.P. Dutta	J.P. Dutta,O.P. Dutta	IN
tt0347473	movie	Main Hoon Na	0	2004	182	Action,Comedy,Drama	7.1	Farah Khan	Farah Khan,Abbas Tyrewala,Rajesh Saathi	IN
tt0348172	movie	Tehzeeb	0	2003	143	Drama	5.7	Khalid Mohamed	Khalid Mohamed,Javed Siddiqui	IN
tt0348190	movie	Tere Liye	0	2001	138	Drama,Family,Musical	5.5	Sanjay Gadhvi	Anant Balani,Abbas Tyrewala	IN
tt0348258	movie	Tujhe Meri Kasam	0	2003	155	Romance	6.2	Vijay K. Bhaskar	Kamal,Neeraj Vora	IN
tt0348521	movie	Aapko Pehle Bhi Kahin Dekha Hai	0	2003	145	Action,Comedy,Drama	4.7	Anubhav Sinha	Shashank Dabral,Nitin Raikwar,Rajan Raj,Sameer,Anubhav Sinha	IN
tt0348644	movie	Indian Babu	0	2003	\N	Drama,Romance	4.8	Lawrence D'Souza	\N	IN
tt0348656	movie	Khushi	0	2003	161	Action,Comedy,Drama	4.2	S.J. Suryah,Sunil Kumar Agrawal	Aman Jaffery,Bolu Khan,S.J. Suryah	IN
tt0348662	movie	Kucch To Hai	0	2003	143	Comedy,Horror,Mystery	4.4	Anurag Basu,Anil v Kumar	Rajeev Jhaveri,Anurag Prapanna,Umesh Shukla	IN
tt0348824	movie	Chalo Ishq Ladaaye	0	2002	140	Action,Comedy,Romance	4.5	Aziz Sejawal	Imtiaz Patel,Yunus Sajawal	IN
tt0348843	movie	Jism	0	2003	136	Drama,Romance,Thriller	5.3	Amit Saxena	Mahesh Bhatt,Niranjan Iyengar	IN
tt0349058	movie	88 Antop Hill	0	2003	119	Drama,Mystery,Romance	4.7	Kushan Nandy	Ashish Deo,Kushan Nandy,Kiran Shroff	IN
tt0349115	movie	Baaz: A Bird in Danger	0	2003	180	Action,Drama,Mystery	3.5	Tinnu Verma	Shyam Goel,Sanjay Masoomm,Mehboob	IN
tt0349333	movie	Darna Mana Hai	0	2003	121	Comedy,Drama,Horror	6.3	Prawaal Raman	Atul Sabharwal,Rajnish Thakur,Abbas Tyrewala	IN
tt0349620	movie	Inteqam: The Perfect Game	0	2004	127	Action,Thriller	5.0	Pankaj Parashar	Rajiv Babbar,Shahnawaz Ahmed Kenny,Yunus Sajawal,Jalees Sherwani	IN
tt0349679	movie	Khwahish	0	2003	152	Drama,Musical,Romance	4.2	Govind Menon	Govind Menon,Shashi Wadia	IN
tt0349703	movie	Kyun! Ho Gaya Na...	0	2004	165	Comedy,Drama,Romance	4.3	Samir Karnik	Tushar Hiranandani,Samir Karnik,Vivek Oberoi,Rajesh Soni,Milap Zaveri	IN
tt0352314	movie	Ek Hasina Thi	0	2004	120	Action,Crime,Drama	7.5	Sriram Raghavan	Sriram Raghavan,Sidney Sheldon,Pooja Ladha Surti	IN
tt0352489	movie	Kash... Aap Hamare Hote	0	2003	\N	Drama,Musical,Romance	5.0	Ravindra Peepat	Ravindra Peepat,Atul Tiwari	IN
tt0352830	movie	Sssshhh...	0	2003	163	Action,Horror,Mystery	4.4	Pavan Kaul	Arshad Syed	IN
tt0354662	movie	Jallad No. 1	0	2000	93	Action,Drama	4.7	Kanti Shah	Bashir Babar	IN
tt0354786	movie	Oops!	0	2003	109	Comedy,Drama	3.3	Deepak Tijori	Bijesh Jayarajan,Deepak Tijori	IN
tt0354805	movie	The Perfect Husband	0	2003	110	Comedy,Romance	6.1	Priya Ruth Paul	Priya Ruth Paul,Pramod Singh	IN
tt0356624	movie	Freaky Chakra	0	2003	\N	Comedy,Drama	5.5	V.K. Prakash,Ziba Bhagwagar	Ziba Bhagwagar,Roohi Dixit	IN
tt0357208	movie	Stumped	0	2003	121	Comedy,Drama,Sport	2.6	Gaurav Pandey	Gaurav Pandey,Abbas Tyrewala	IN
tt0357328	movie	Yeh Dil	0	2003	147	Drama,Romance	4.1	Teja	\N	IN
tt0358613	movie	Om	0	2003	\N	Action,Romance	4.3	Ashok Honda	Naeem-Ejaz	IN
tt0362204	movie	Supari	0	2003	142	Action,Crime,Drama	4.3	Padam Kumar	Padam Kumar,Atul Sabharwal,Mushtaq Shiekh,Sutapa Sikdar,Anuradha Tiwari	IN
tt0362696	movie	Haasil	0	2003	160	Crime,Drama,Romance	7.6	Tigmanshu Dhulia	Tigmanshu Dhulia	IN
tt0362771	movie	Ishq Vishk	0	2003	134	Comedy,Romance	6.1	Ken Ghosh	Ken Ghosh,Kiran Kotrial,Vinod Ranganathan	IN
tt0362795	movie	Kahan Ho Tum	0	2003	\N	Drama,Family,Mystery	4.4	Vijay Kumar	Vijay Kumar,Hriday Lani,Chhaya Shenoy	IN
tt0362902	movie	Nayee Padosan	0	2003	136	Comedy	5.5	B.H. Tharun Kumar	Ikram Akhtar,Raghuvir Shekhawat	IN
tt0363409	movie	Aan: Men at Work	0	2004	149	Action,Crime,Drama	5.8	Madhur Bhandarkar	Hriday Lani,Sanjeev Puri,Manoj Tyagi	IN
tt0363413	movie	Agni Pankh	0	2004	\N	Action,Drama,Romance	4.7	Sanjeev Puri	Sanjeev Puri,Manoj Tyagi	IN
tt0363472	movie	Bewafaa	0	2005	151	Drama,Romance	4.2	Dharmesh Darshan	Dharmesh Darshan,Raj Sinha	IN
tt0363721	movie	Joggers' Park	0	2003	133	Drama,Romance	6.1	Vaibhav Babaji,Anant Balani	Subhash Ghai	IN
tt0363833	movie	Mumbai Se Aaya Mera Dost	0	2003	146	Action,Comedy,Drama	3.3	Apoorva Lakhia	Apoorva Lakhia	IN
tt0364303	movie	Dev	0	2004	172	Drama	6.7	Govind Nihalani	G.P. Deshpande,Nida Fazli,Govind Nihalani,Meenakshi Sharma	IN
tt0364604	movie	Plan	0	2004	149	Action,Comedy,Crime	4.4	Hriday Shetty	Yash Gawli,Sanjay Gupta,Yash Keswani,Vinay,Milap Zaveri	IN
tt0364621	movie	Qayamat: City Under Threat	0	2003	180	Action,Adventure,Thriller	4.8	Harry Baweja	Suparn Varma,Pathik Vats	IN
tt0366276	movie	Calcutta Mail	0	2003	128	Action,Drama,Mystery	5.7	Sudhir Mishra	Gunasekhar,Sudhir Mishra,Ruchi Narain,Saurabh Shukla	IN
tt0366630	movie	Janasheen	0	2003	162	Action,Drama,Romance	3.2	Feroz Khan	Shiraz Ahmed,Feroz Khan,Kamlesh Pandey,Suparn,Suparn Varma	IN
tt0366658	movie	Kaise Kahoon Ke... Pyaar Hai	0	2003	\N	Crime,Romance	4.1	Anil Senior	Sameer Arora	IN
tt0366880	movie	Parwana	0	2003	112	Action,Drama,Romance	2.6	Deepak Bahry	Rajeev Kaul,Tanveer Khan,Praful Parekh	IN
tt0366985	movie	Rudraksh	0	2004	143	Action,Drama,Fantasy	2.8	Mani Shankar	Mani Shankar	IN
tt0367919	movie	Kabhie Tum Kabhie Hum	0	2002	\N	Comedy,Drama,Family	4.5	Roop Dutta Naik,Jitendra Gupta	\N	IN
tt0368580	movie	Asambhav	0	2004	139	Action,Adventure,Drama	3.8	Rajiv Rai	Rajiv Rai,Naeem Sha	IN
tt0368811	movie	Jajantaram Mamantaram	0	2003	122	Action,Adventure,Comedy	6.0	Soumitra Ranade	Soumitra Ranade	IN
tt0369516	movie	Hawa	0	2003	129	Drama,Horror,Thriller	3.4	Guddu Dhanoa	Sutanu Gupta,Sanjay Masoomm	IN
tt0369637	movie	Kuch Naa Kaho	0	2003	169	Comedy,Drama,Romance	5.4	Rohan Sippy	Rohena Gera,Naushil Mehta,Nidhi Tuli,Neeraj Vora	IN
tt0371735	movie	Hungama	0	2003	153	Comedy,Drama,Romance	7.6	Priyadarshan	Priyadarshan,Neeraj Vora,Jay Master	IN
tt0371922	movie	Saaya	0	2003	135	Drama,Fantasy,Horror	5.7	Anurag Basu	Amol Shetge	IN
tt0373856	movie	Gangaajal	0	2003	157	Action,Crime,Drama	7.8	Prakash Jha	Prakash Jha	IN
tt0373972	movie	Khullam Khulla Pyaar Karen	0	2005	142	Comedy	4.2	Harmesh Malhotra	Rajeev Kaul,Anwar Khan,Praful Parekh	IN
tt0374271	movie	Tere Naam	0	2003	132	Action,Drama,Romance	7.2	Satish Kaushik	Bala,Vijaysinh Gol,Jainendra Jain,Anurag Kashyap	IN
tt0374660	movie	Footpath	0	2003	164	Action,Crime,Drama	5.5	Vikram Bhatt	Mahesh Bhatt,Girish Dhamija,Vibha Singh	IN
tt0374848	movie	Main Madhuri Dixit Banna Chahti Hoon!	0	2003	\N	Comedy,Drama	6.3	Chandan Arora	Rahul Awate,Makrand Deshpande	IN
tt0375021	movie	Rules: Pyaar Ka Superhit Formula	0	2003	\N	Comedy,Romance	6.3	Parvati Balagopalan	Urmi Juvekar,Ajitabh Menon,Anahata Menon	IN
tt0375611	movie	Black	0	2005	122	Drama	8.1	Sanjay Leela Bhansali	Sanjay Leela Bhansali,Bhavani Iyer,Prakash Kapadia	IN
tt0375733	movie	Encounter: The Killing	0	2002	150	Crime,Drama	6.0	Ajay Phansekar	Ajay Phansekar	IN
tt0377126	movie	Basti	0	2003	\N	Action,Crime,Drama	7.1	Tarun Wadhwa	M. Salim	IN
tt0377131	movie	Raghu Romeo	0	2003	100	Comedy,Crime	6.9	Rajat Kapoor	Rajat Kapoor,Sanjeev Sharma,Saurabh Shukla	IN
tt0377340	movie	Aetbaar	0	2004	152	Drama,Musical,Thriller	4.7	Vikram Bhatt	Robin Bhatt,Vikram Bhatt,Girish Dhamija,Sanjeev Duggal	IN
tt0378025	movie	Hawayein	0	2003	176	Drama,Romance	7.3	Amitoj Mann	Amitoj Mann,Harjit Singh	IN
tt0378072	movie	Hum Tum	0	2004	143	Comedy,Drama,Romance	7.0	Kunal Kohli	Siddharth Anand,Kunal Kohli	IN
tt0378157	movie	Kagaar: Life on the Edge	0	2003	150	Crime,Drama	5.7	N. Chandra	Sujit Sen	IN
tt0379818	movie	I: Proud to Be an Indian	0	2004	129	Action,Crime,Drama	6.1	Puneet Sira	Vekeana Dhillon,Puneet Sira	IN
tt0380017	movie	Tada	0	2003	154	Action,Drama,Musical	5.3	Sisir. P. Mishra	Miraq Mirza,Pyarelal Sharma	IN
tt0380337	movie	Ek Din 24 Ghante	0	2003	95	Thriller	4.0	Anant Balani	\N	IN
tt0381090	movie	Chupke Se	0	2003	164	Comedy,Musical,Romance	5.5	Shona Urvashi	Abbas Tyrewala,Shona Urvashi	IN
tt0382188	movie	Mumbai Matinee	0	2003	125	Comedy,Romance	5.1	Anant Balani	Anant Balani	IN
tt0382383	movie	Yuva	0	2004	161	Action,Drama,Thriller	7.3	Mani Ratnam	Anurag Kashyap,Mani Ratnam	IN
tt0382385	movie	Zameen	0	2003	154	Action,Adventure,Thriller	5.4	Rohit Shetty	Robin Bhatt,Javed Siddiqui,Suparn Varma	IN
tt0383719	movie	Xcuse Me	0	2003	152	Comedy	5.8	N. Chandra	\N	IN
tt0384491	movie	Samay: When Time Strikes	0	2003	136	Crime,Mystery,Thriller	7.0	Robbie Grewal	Robbie Grewal,Sameer Kohli	IN
tt0385351	movie	Yeh Lamhe Judaai Ke	0	2004	188	Drama,Mystery,Romance	3.1	Pavan Kaul,Birendra Nath Tiwari	\N	IN
tt0385782	movie	Inteha	0	2003	155	Drama,Thriller	5.3	Vikram Bhatt	Mahesh Bhatt,Girish Dhamija	IN
tt0385982	movie	Raja Bhaiya	0	2003	127	Comedy,Drama	3.8	Raman Kumar	\N	IN
tt0387164	movie	Dhoop	0	2003	126	Drama	7.5	Ashwini Chaudhary	Kumud Chaudhary,Sanjay Chauhan	IN
tt0387325	movie	Jodi Kya Banayi Wah Wah Ramji	0	2003	\N	Comedy	4.0	Raman Kumar	Robin Bhatt,Anurag Prapanna,Umesh Shukla	IN
tt0387486	movie	Patth	0	2003	157	Drama	5.1	Shivram Yadav	Salaam Khamboshi	IN
tt0387678	movie	Waisa Bhi Hota Hai Part II	0	2003	137	Comedy,Crime,Drama	7.4	Shashanka Ghosh	Javed Ahmed,Shashanka Ghosh,Zunaid Memon	IN
tt0388181	movie	King of Bollywood	0	2004	116	Comedy,Drama	5.5	Piyush Jha	Deepa Gahlot,Piyush Jha	IN
tt0388315	movie	Out of Control	0	2003	124	Comedy,Drama,Romance	3.3	Apurva Asrani,Tony Juneja	Rakesh Bakshi,Aman Jaffery,Bolu Khan,Dev Kohli,Sanjeev Wadhwani	IN
tt0391079	movie	Dil Pardesi Ho Gayaa	0	2003	150	Drama,Romance	4.1	Saawan Kumar Tak	Shyam Gupta,Saawan Kumar Tak	IN
tt0391165	movie	Fun2shh... Dudes in the 10th Century	0	2003	130	Adventure,Comedy,Family	4.7	Imtiaz Punjabi	Rajesh Khattar,Imtiaz Punjabi,Praveen Raj	IN
tt0391187	movie	Ghaav: The Wound	0	2002	149	Action,Crime,Drama	6.3	Kumar Jay	\N	IN
tt0391274	movie	Kismat	0	2004	143	Action,Drama	4.1	Guddu Dhanoa	Robin Bhatt,Sutanu Gupta,Dilip Shukla	IN
tt0392950	movie	Ishq Hai Tumse	0	2004	180	Romance	3.5	G. Krishna	Raman Bharadwaj,G. Krishna,Sana Yadi Reddy	IN
tt0392951	movie	Mudda: The Issue	0	2003	155	Drama	4.4	Saurabh Shukla	Saurabh Shukla	IN
tt0395701	movie	Papa the Great	0	2000	143	Action,Comedy,Drama	5.6	Bhagyaraj	Nawab Arzoo,Bhagyaraj,Rajeev Kaul	IN
tt0396044	movie	Hadh: Life on the Edge of Death	0	2001	\N	Action,Crime,Drama	4.1	Thampi Kannanthanam	\N	IN
tt0396057	movie	Hum Pyar Tumhi Se Kar Baithe	0	2002	138	Musical,Romance	5.5	Mohan Singh Rathor	Mohan Singh Rathor	IN
tt0396563	movie	Dil Ne Jise Apna Kaha	0	2004	135	Drama,Romance	4.4	Atul Agnihotri	Atul Agnihotri	IN
tt0396690	movie	Kisna: The Warrior Poet	0	2005	171	Drama,Musical,Romance	4.5	Subhash Ghai	Sachin Bhowmick,Farrukh Dhondy,Subhash Ghai,Margaret Glover	IN
tt0396782	movie	Paisa Vasool	0	2004	139	Action,Comedy,Crime	4.3	Srinivas Bhashyam	Srinivas Bhashyam,Anurag Kashyap	IN
tt0397882	movie	Ab Tumhare Hawale Watan Saathiyo	0	2004	193	Action,Drama,War	4.5	Anil Sharma,Sanjay Sharma	Shaktimaan Talwar	IN
tt0399942	movie	Paap	0	2003	120	Crime,Drama,Romance	5.3	Pooja Bhatt	Mahesh Bhatt,J.P. Dixit,Niranjan Iyengar	IN
tt0400571	movie	Kaun Hai Jo Sapno Mein Aaya	0	2004	127	Musical	6.1	Rajesh Bhatt	Mehmood Ali	IN
tt0401532	movie	Jaago	0	2004	122	Crime,Drama,Thriller	6.6	Mehul Kumar	K.K. Singh	IN
tt0402014	movie	Ab Tak Chhappan	0	2004	129	Crime,Drama	7.8	Shimit Amin	Sandeep Shrivastava	IN
tt0402796	movie	Anjaane	0	2000	\N	Drama	4.8	Ravi Rai	\N	IN
tt0403935	movie	Action Jackson	0	2014	144	Action	3.4	Prabhu Deva	A.C. Mughil,Shiraz Ahmed,Prabhu Deva	IN
tt0405046	movie	Insaaf: The Justice	0	2004	136	Action,Drama	3.0	Shrey Srivastava	Anant Balani,Chinton Mokashi,Sudhindra Subhash	IN
tt0405266	movie	Raincoat	0	2004	117	Drama,Romance	7.7	Rituparno Ghosh	Rituparno Ghosh,O. Henry	IN
tt0405507	movie	Murder	0	2004	130	Drama,Romance,Thriller	5.5	Anurag Basu	Anurag Basu,Subodh Chopra	IN
tt0405508	movie	Rang De Basanti	0	2006	167	Comedy,Crime,Drama	8.1	Rakeysh Omprakash Mehra	Renzil D'Silva,Prasoon Joshi,Rakeysh Omprakash Mehra,Kamlesh Pandey	IN
tt0406977	movie	Masti	0	2004	166	Comedy,Crime,Mystery	6.2	Indra Kumar	Milap Zaveri,Tushar Hiranandani	IN
tt0408837	movie	Hawas	0	2004	123	Drama,Romance,Thriller	2.9	Karan Razdan	\N	IN
tt0408976	movie	Krishna Cottage	0	2004	124	Horror,Mystery,Romance	5.3	Santram Varma	Abhigyan Jha	IN
tt0409068	movie	Muskaan	0	2004	127	Mystery,Romance	4.5	Rohit Manash,Rohit Krishnakant Nayyar,Manish Robin,Manish Sharma	Atul Sharma	IN
tt0409527	movie	Shabd	0	2005	140	Drama,Thriller	5.0	Leena Yadav	Sutapa Sikdar,Leena Yadav	IN
tt0409724	movie	Bardaasht	0	2004	155	Action,Crime,Drama	5.9	Eeshwar Nivas	Vikram Bhatt,Girish Dhamija,Girish	IN
tt0410954	movie	Sheen	0	2004	\N	Action,Drama	6.7	Ashoke Pandit	\N	IN
tt0411815	movie	Run	0	2004	137	Action,Comedy,Drama	5.0	Jeeva	N. Linguswamy,Kamal Pandey	IN
tt0414040	movie	Gayab	0	2004	138	Comedy,Drama,Fantasy	4.4	Prawaal Raman	\N	IN
tt0414503	movie	Shaadi Ka Laddoo	0	2004	\N	Comedy	4.7	Raj Kaushal	Shashank Dabral	IN
tt0414714	movie	Girlfriend	0	2004	126	Drama,Romance,Thriller	3.3	Karan Razdan	Karan Razdan	IN
tt0415373	movie	WOH	0	2004	\N	Crime,Drama,Thriller	4.9	Raj N. Sippy	Suneel Akhttar,Robin Bhatt,Tapan Bhatt,Dev Kohli	IN
tt0415768	movie	Dus	0	2005	152	Action,Crime,Drama	5.5	Anubhav Sinha,Maqbool Khan	Yash Gawli,Yash Keswani,Anubhav Sinha,Vinay	IN
tt0415908	movie	Kaal	0	2005	126	Adventure,Horror,Mystery	4.7	Soham Shah	Soham Shah	IN
tt0416120	movie	Police Force: An Inside Story	0	2004	138	Action,Crime,Drama	4.3	Dilip Shukla	Dilip Shukla	IN
tt0416280	movie	Uuf Kya Jaadoo Mohabbat Hai...	0	2004	134	Comedy,Romance	5.7	Manoj J. Bhatia	\N	IN
tt0416282	movie	Vaastu Shastra	0	2004	106	Horror,Mystery	5.0	Saurab Narang	Charudutt Acharya	IN
tt0418096	movie	Rakht	0	2004	162	Horror,Mystery,Thriller	3.8	Mahesh Manjrekar	Yash Keswani,Deepak Kulkarni,Vinay	IN
tt0418362	movie	Mujhse Shaadi Karogi	0	2004	163	Comedy,Romance	6.7	David Dhawan	Anees Bazmee,Rumi Jaffery	IN
tt0418460	movie	Aitraaz	0	2004	160	Drama,Romance,Thriller	6.6	Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla	Shiraz Ahmed,Aadesh K. Arjun,Shyam Goel	IN
tt0418880	movie	Mere Jeevan Saathi	0	2006	129	Drama,Music,Romance	3.4	Suneel Darshan	Suneel Darshan,Robin Bhatt,K.K. Singh,Ravi Shankar Jaiswal	IN
tt0419058	movie	Phir Hera Pheri	0	2006	153	Comedy,Crime	7.4	Neeraj Vora	Neeraj Vora	IN
tt0419468	movie	Baabul	0	2006	169	Drama,Family,Romance	5.4	Ravi Chopra	Ravi Chopra,Achala Nagar,Sameer	IN
tt0419499	movie	Bhagmati	0	2005	160	Animation,Drama,History	6.2	Ashok Kaul	Ashok Kaul	IN
tt0419828	movie	Hyderabad Blues 2	0	2004	106	Comedy,Drama	6.2	Nagesh Kukunoor	Nagesh Kukunoor	IN
tt0419992	movie	My Brother... Nikhil	0	2005	120	Crime,Drama,Sport	7.3	Onir	Onir,Amitabh Verma	IN
tt0420123	movie	Revati	0	2005	145	Drama	5.5	Farogh Siddique	Farogh Siddique	IN
tt0420175	movie	Shikaar	0	2004	\N	Action,Musical,Thriller	5.1	Darshan Bagga	Rajeev Kaul	IN
tt0420250	movie	Thoda Tum Badlo Thoda Hum	0	2004	\N	Drama,Romance	5.4	Esmayeel Shroff	\N	IN
tt0420304	movie	Viruddh... Family Comes First	0	2005	132	Drama,Family	7.0	Mahesh Manjrekar,Satish Padwal	Yash Gawli,Vinay Kamath,Yash Keswani,Mahesh Manjrekar,Sanjay Pawar,Vinay	IN
tt0420332	movie	Veer-Zaara	0	2004	192	Drama,Family,Musical	7.8	Yash Chopra	Aditya Chopra	IN
tt0421277	movie	Julie	0	2004	144	Drama,Romance	4.1	Deepak S. Shivdasani	Nishikant Kamat,Sanjay Pawar,Deepak S. Shivdasani	IN
tt0422091	movie	Dhoom	0	2004	129	Action,Crime,Drama	6.6	Sanjay Gadhvi	Vijay Krishna Acharya	IN
tt0422236	movie	Fida	0	2004	122	Action,Crime,Drama	5.5	Ken Ghosh	Lalit Mahajan,Sunny Mahajan,Kiran Kotrial	IN
tt0422950	movie	Phir Milenge	0	2004	142	Drama	6.1	Revathi	Atul Sabharwal	IN
tt0423087	movie	Rok Sako To Rok Lo	0	2004	\N	Drama,Romance,Sport	4.4	Arindam Chaudhuri	Arindam Chaudhuri	IN
tt0426075	movie	Lakeer: Forbidden Lines	0	2004	170	Action,Drama,Romance	4.7	Ahmed Khan	Ahmed Khan,Shahab Khan,Mehboob	IN
tt0429289	movie	Tauba Tauba	0	2004	121	Comedy,Drama	2.1	T.L.V. Prasad	\N	IN
tt0430030	movie	Dobara	0	2004	135	Drama,Musical	4.2	Shashi Ranjan	Subodh Chopra,Shashi Ranjan,Vibha Singh	IN
tt0430202	movie	Sandwich	0	2006	152	Comedy,Thriller	5.6	Anees Bazmee	Anees Bazmee	IN
tt0430328	movie	Madhoshi	0	2004	122	Drama,Musical,Mystery	4.6	Tanveer Khan	Tanveer Khan	IN
tt0430381	movie	Musafir	0	2004	151	Action,Crime,Drama	5.6	Sanjay Gupta,Hasib Muhammad	Sanjay Gupta,Sameer Malhotra,Milap Zaveri	IN
